audit_id,user_id,role,action,patient_id,timestamp,record_type,record_id,actions_per_hour,unique_patients_accessed,off_hours_flag,untreated_patient_ratio,record_type_entropy,rapid_edit_flag,cross_role_action_flag,session_duration_minutes,is_anomaly
3585,PATUSER_002,patient,cancel_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-05-17 08:48:47,appointment,APPOINTMENT_1012,3,2,0,0.0,1.5,0,0,17.76,0
3586,PATUSER_001,patient,cancel_appointment,e126e379-083f-ea08-0358-303361acf072,2026-05-07 08:36:35,appointment,APPOINTMENT_9837,1,2,0,0.0,1.79,0,0,5.58,0
3587,NUR_005,nurse,update_vitals,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-04-19 02:13:11,observation,OBSERVATION_6642,29,20,1,0.02,1.868,0,0,22.02,0
3588,PATUSER_012,patient,view_own_record,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-04-29 07:43:11,medical_record,MEDICAL_RECORD_3047,1,1,0,0.0,1.971,0,0,70.44,0
3589,PATUSER_010,patient,view_audit,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-05-04 16:19:44,audit,AUDIT_7223,85,53,0,0.82,1.922,0,1,361.83,1
3590,DOC_004,doctor,view_observation,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-04-15 12:16:24,observation,OBSERVATION_9090,6,3,0,0.16,0.918,0,0,37.18,0
3591,PATUSER_004,patient,view_own_record,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-19 08:39:13,medical_record,MEDICAL_RECORD_6188,1,3,0,0.0,1.846,0,0,19.0,0
3592,NUR_007,nurse,register_walkin,12a088f3-264b-6a9f-9a57-678747110969,2026-05-06 12:13:01,appointment,APPOINTMENT_4886,21,17,0,0.05,1.922,0,0,43.5,0
3593,PATUSER_008,patient,view_record,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-28 19:53:58,medical_record,MEDICAL_RECORD_3479,87,68,0,0.81,1.79,1,1,206.82,1
3594,PATUSER_013,patient,view_own_record,ad37dc95-561f-9348-6577-eff9b22d47c2,2026-05-21 04:14:11,medical_record,MEDICAL_RECORD_7345,4,1,1,0.0,1.826,0,0,15.3,0
3595,PATUSER_006,patient,view_queue,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-03-26 09:42:24,queue,QUEUE_9921,4,2,0,0.0,1.918,0,0,62.19,0
3596,NUR_001,nurse,update_queue,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-04-07 08:18:53,appointment,APPOINTMENT_6741,29,16,0,0.1,1.922,0,0,20.36,0
3597,DOC_005,doctor,create_prescription,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-12 11:13:01,prescription,PRESCRIPTION_6641,22,8,0,0.19,1.95,0,0,16.14,0
3598,ADM_002,admin,manage_user,8db9c819-1c0b-c9a9-3e31-4b85f52201d2,2026-04-25 06:48:01,user,USER_3799,8,3,0,0.06,1.561,0,0,42.53,0
3599,PATUSER_005,patient,view_queue,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-04-16 01:05:49,queue,QUEUE_2815,1,3,1,0.0,1.826,0,0,50.72,0
3600,PATUSER_002,patient,view_queue,8fcbd58f-7e61-d74d-9b35-46d267ecbbd3,2026-04-19 08:30:42,queue,QUEUE_6398,1,2,0,0.0,1.918,0,0,61.16,0
3601,NUR_001,nurse,update_vitals,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-02 11:43:46,observation,OBSERVATION_4258,25,14,0,0.04,1.837,0,0,49.49,0
3602,PATUSER_006,patient,view_queue,8fcbd58f-7e61-d74d-9b35-46d267ecbbd3,2026-04-28 02:53:11,queue,QUEUE_2977,3,3,1,0.0,0.811,0,0,66.29,0
3603,PATUSER_030,patient,cancel_appointment,1290bba5-c164-4273-9694-c3ce92270ef2,2026-03-31 06:31:51,appointment,APPOINTMENT_7815,3,2,0,0.0,0.985,0,0,70.87,0
3604,PATUSER_001,patient,book_appointment,12a088f3-264b-6a9f-9a57-678747110969,2026-05-04 05:32:41,appointment,APPOINTMENT_9846,4,3,1,0.0,1.5,0,0,38.85,0
3605,DOC_003,doctor,create_prescription,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-05-13 12:20:44,prescription,PRESCRIPTION_6414,18,10,0,0.16,1.526,0,0,21.38,0
3606,DOC_006,doctor,update_diagnosis,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-04-24 01:23:11,condition,CONDITION_2317,5,11,1,0.18,1.5,0,0,27.86,0
3607,PATUSER_007,patient,cancel_appointment,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-05-06 02:49:29,appointment,APPOINTMENT_4067,1,1,1,0.0,1.522,0,0,29.59,0
3608,PATUSER_013,patient,cancel_appointment,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-05-20 05:17:41,appointment,APPOINTMENT_5953,2,1,1,0.0,1.379,0,0,29.23,0
3609,DOC_013,doctor,view_record,465dd060-e77a-9924-0d7a-75d52d39a714,2026-04-09 02:34:37,medical_record,MEDICAL_RECORD_2982,15,9,1,0.05,1.846,1,0,32.99,0
3610,PATUSER_029,patient,update_diagnosis,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-05-17 16:02:00,condition,CONDITION_8536,63,78,0,0.86,1.722,1,1,124.0,1
3611,PATUSER_008,patient,view_own_record,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-04-06 07:39:16,medical_record,MEDICAL_RECORD_6344,1,1,0,0.0,1.522,0,0,40.52,0
3612,DOC_002,doctor,view_record,79402472-6884-1aca-759a-a23f36ee8dca,2026-04-19 05:42:20,medical_record,MEDICAL_RECORD_3058,6,10,1,0.05,1.918,0,0,31.18,0
3613,PATUSER_027,patient,book_appointment,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-04-19 01:23:08,appointment,APPOINTMENT_4021,2,2,1,0.0,1.459,0,0,18.06,0
3614,PATUSER_014,patient,view_own_record,10751dec-9152-b658-beeb-ba433fbb9213,2026-03-25 01:15:40,medical_record,MEDICAL_RECORD_6870,1,3,1,0.0,1.557,0,0,28.12,0
3615,PATUSER_016,patient,view_own_record,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-05-12 12:19:57,medical_record,MEDICAL_RECORD_3846,3,3,0,0.0,1.557,0,0,71.09,0
3616,PATUSER_022,patient,view_own_record,9cefc3e8-33f8-beac-d280-fb10e474151c,2026-05-13 03:42:25,medical_record,MEDICAL_RECORD_3713,5,2,1,0.0,0.811,0,0,20.23,0
3617,PATUSER_015,patient,view_own_record,c72a8c6e-1dfd-0a8b-20e7-066eadd4931c,2026-05-01 00:48:24,medical_record,MEDICAL_RECORD_6334,2,1,1,0.0,1.677,0,0,46.74,0
3618,ADM_001,admin,manage_user,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-05-16 04:07:19,user,USER_1114,3,8,1,0.1,1.5,1,0,54.44,0
3619,ADM_001,admin,view_audit,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-05-11 06:04:00,audit,AUDIT_7320,11,6,0,0.01,1.842,0,0,21.54,0
3620,PATUSER_007,patient,view_own_record,b23941a4-269e-2ac4-8ced-75d1ac8b1b1d,2026-04-11 04:36:24,medical_record,MEDICAL_RECORD_5066,5,3,1,0.0,1.557,0,0,71.41,0
3621,DOC_005,doctor,update_diagnosis,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-04-04 01:05:52,condition,CONDITION_9795,8,10,1,0.13,1.842,0,0,53.92,0
3622,PATUSER_020,patient,book_appointment,820d39a0-d304-2b9d-25a8-d705deede745,2026-05-06 09:01:18,appointment,APPOINTMENT_2485,3,2,0,0.0,1.459,0,0,40.12,0
3623,PATUSER_001,patient,cancel_appointment,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-04-16 09:03:23,appointment,APPOINTMENT_4915,6,2,0,0.0,1.906,0,0,65.28,0
3624,PATUSER_015,patient,cancel_appointment,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-04 01:16:43,appointment,APPOINTMENT_4727,6,3,1,0.0,1.837,0,0,65.72,0
3625,NUR_007,nurse,update_vitals,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-05-13 03:37:56,observation,OBSERVATION_6641,29,18,1,0.1,1.837,0,0,52.95,0
3626,PATUSER_030,patient,cancel_appointment,d20dc49f-5674-961e-a123-6e3000654b95,2026-04-23 08:26:07,appointment,APPOINTMENT_7191,2,2,0,0.0,1.252,0,0,53.21,0
3627,DOC_007,doctor,update_diagnosis,5e236a28-42bb-348c-3267-03ed1a052b40,2026-04-25 06:13:12,condition,CONDITION_1894,12,15,0,0.01,1.971,0,0,25.09,0
3628,DOC_002,doctor,create_prescription,054e161c-d33f-0970-2018-1f19582e0813,2026-05-13 07:38:38,prescription,PRESCRIPTION_2115,7,6,0,0.01,1.784,0,0,40.61,0
3629,DOC_012,doctor,view_record,e8b56457-438e-7a2e-04ee-e0b2ec149f61,2026-04-09 12:17:04,medical_record,MEDICAL_RECORD_2268,10,7,0,0.13,1.922,0,0,9.14,0
3630,PATUSER_011,patient,view_queue,2925a752-da6a-ef1f-31aa-68b0c2ff5027,2026-04-24 07:46:56,queue,QUEUE_2800,5,1,0,0.0,1.322,0,0,67.51,0
3631,PATUSER_028,patient,view_own_record,5e236a28-42bb-348c-3267-03ed1a052b40,2026-04-27 09:12:57,medical_record,MEDICAL_RECORD_4468,5,2,0,0.0,1.685,0,0,24.76,0
3632,DOC_011,doctor,create_prescription,b3c9a883-40ea-1452-7b76-62e552e033d2,2026-04-19 11:45:32,prescription,PRESCRIPTION_3975,21,6,0,0.05,1.922,0,0,71.91,0
3633,PATUSER_023,patient,cancel_appointment,f84719a0-d28d-ec20-64a8-a17992dcd9ac,2026-05-02 02:25:15,appointment,APPOINTMENT_3775,6,1,1,0.0,1.459,0,0,15.01,0
3634,DOC_006,doctor,view_record,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-10 08:40:48,medical_record,MEDICAL_RECORD_5115,9,13,0,0.19,1.73,0,0,59.38,0
3635,PATUSER_020,patient,book_appointment,910f9d72-b5f2-60bf-8302-274ac5d74635,2026-05-09 06:00:41,appointment,APPOINTMENT_5506,5,2,0,0.0,1.95,0,0,48.47,0
3636,PATUSER_014,patient,view_own_record,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-25 07:23:22,medical_record,MEDICAL_RECORD_3837,3,1,0,0.0,1.5,0,0,74.86,0
3637,DOC_012,doctor,view_record,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-05-07 01:32:58,medical_record,MEDICAL_RECORD_6148,19,17,1,0.13,1.5,0,0,58.94,0
3638,PATUSER_015,patient,view_own_record,3bc81e09-7091-bc59-a58a-39b485d9e48b,2026-04-24 09:37:22,medical_record,MEDICAL_RECORD_9025,1,1,0,0.0,1.776,0,0,38.03,0
3639,DOC_008,doctor,view_record,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-04-17 08:52:44,medical_record,MEDICAL_RECORD_3621,18,8,0,0.08,1.555,0,0,33.15,0
3640,PATUSER_009,patient,book_appointment,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-04-29 07:07:20,appointment,APPOINTMENT_4991,6,3,0,0.0,1.888,0,0,62.41,0
3641,DOC_008,doctor,view_observation,01974f36-ced2-c38e-32c5-1b09e1fe1638,2026-05-20 03:23:02,observation,OBSERVATION_2162,20,4,1,0.1,1.826,0,0,27.4,0
3642,PATUSER_008,patient,view_queue,6383af50-c8f6-0c22-1dd4-6ee2be572cb1,2026-04-10 00:45:23,queue,QUEUE_1363,2,3,1,0.0,1.834,0,0,35.74,0
3643,DOC_003,doctor,update_diagnosis,12a088f3-264b-6a9f-9a57-678747110969,2026-03-31 02:54:48,condition,CONDITION_6757,22,16,1,0.05,1.406,0,0,24.66,0
3644,NUR_007,nurse,update_vitals,79402472-6884-1aca-759a-a23f36ee8dca,2026-05-12 03:33:00,observation,OBSERVATION_1457,22,12,1,0.03,1.834,0,0,74.33,0
3645,PATUSER_005,patient,view_queue,12a088f3-264b-6a9f-9a57-678747110969,2026-04-01 02:22:11,queue,QUEUE_5568,3,1,1,0.0,1.42,0,0,41.03,0
3646,PATUSER_014,patient,view_own_record,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-04-30 10:24:01,medical_record,MEDICAL_RECORD_7905,2,1,0,0.0,1.906,0,0,43.83,0
3647,PATUSER_016,patient,book_appointment,8c562216-cb73-0829-2fa4-123468939df6,2026-05-22 10:16:17,appointment,APPOINTMENT_6190,4,1,0,0.0,1.149,0,0,21.38,0
3648,NUR_006,nurse,register_walkin,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-05 02:31:03,appointment,APPOINTMENT_9958,22,7,1,0.04,1.491,0,0,49.65,0
3649,PATUSER_026,patient,book_appointment,6383af50-c8f6-0c22-1dd4-6ee2be572cb1,2026-05-02 01:57:37,appointment,APPOINTMENT_3130,2,1,1,0.0,1.0,0,0,22.79,0
3650,PATUSER_015,patient,cancel_appointment,917ffe5d-46b2-36f1-0de8-35e5ed017fa7,2026-04-26 09:16:06,appointment,APPOINTMENT_6865,5,3,0,0.0,1.379,0,0,29.76,0
3651,DOC_001,doctor,update_diagnosis,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-06 21:23:04,condition,CONDITION_2148,39,71,0,0.89,1.5,1,0,314.43,1
3652,ADM_001,admin,view_report,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-05-08 01:00:49,report,REPORT_8393,2,5,1,0.07,1.792,0,0,51.92,0
3653,ADM_003,admin,view_audit,d7b30817-a7e4-d7c5-8582-63d251b6f98c,2026-05-07 20:51:07,audit,AUDIT_1847,82,32,0,0.71,1.95,1,0,263.34,1
3654,NUR_002,nurse,register_walkin,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-03-29 03:06:28,appointment,APPOINTMENT_3998,18,24,1,0.11,1.669,1,0,56.87,0
3655,NUR_006,nurse,view_appointment,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-03 11:04:17,appointment,APPOINTMENT_8489,10,11,0,0.11,1.888,0,0,58.11,0
3656,DOC_015,doctor,view_observation,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-03-26 01:08:17,observation,OBSERVATION_4002,7,9,1,0.04,1.906,0,0,29.65,0
3657,NUR_007,nurse,update_vitals,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-07 09:05:23,observation,OBSERVATION_2793,24,23,0,0.04,1.95,0,0,27.81,0
3658,NUR_003,nurse,view_appointment,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-20 04:05:22,appointment,APPOINTMENT_7371,18,12,1,0.09,1.823,0,0,71.3,0
3659,DOC_015,doctor,create_prescription,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-23 00:45:14,prescription,PRESCRIPTION_9747,8,14,1,0.2,1.922,0,0,69.2,0
3660,PATUSER_013,patient,cancel_appointment,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-03-28 06:02:30,appointment,APPOINTMENT_8594,2,3,0,0.0,1.252,0,0,64.45,0
3661,DOC_013,doctor,view_observation,10751dec-9152-b658-beeb-ba433fbb9213,2026-05-12 04:19:44,observation,OBSERVATION_7840,5,8,1,0.03,1.906,0,0,71.96,0
3662,NUR_003,nurse,update_vitals,ed1c3b46-34b9-221b-cb10-682e9ed9ddbd,2026-05-23 10:29:08,observation,OBSERVATION_1346,22,23,0,0.09,1.557,0,0,62.41,0
3663,DOC_009,doctor,create_prescription,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-04-05 12:17:39,prescription,PRESCRIPTION_9359,7,12,0,0.09,1.922,0,0,67.53,0
3664,PATUSER_021,patient,view_own_record,155649eb-5d3e-41ca-5a2c-78972a1721f4,2026-05-19 05:51:40,medical_record,MEDICAL_RECORD_9952,1,2,1,0.0,1.53,0,0,54.07,0
3665,PATUSER_017,patient,book_appointment,744a7169-4e89-61ff-27f2-3c736abf4368,2026-04-20 10:22:30,appointment,APPOINTMENT_1838,2,1,0,0.0,1.75,0,0,60.0,0
3666,PATUSER_022,patient,book_appointment,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-03-29 10:12:35,appointment,APPOINTMENT_5769,4,2,0,0.0,1.53,0,0,19.4,0
3667,PATUSER_019,patient,book_appointment,047f3ed4-bdea-7cd6-6e80-8537a3979cc6,2026-04-25 05:26:44,appointment,APPOINTMENT_4682,1,2,1,0.0,1.5,0,0,33.8,0
3668,DOC_008,doctor,view_record,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-05-18 01:02:35,medical_record,MEDICAL_RECORD_3148,9,17,1,0.14,1.753,0,0,22.07,0
3669,PATUSER_023,patient,view_own_record,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-04-22 09:36:51,medical_record,MEDICAL_RECORD_9359,3,3,0,0.0,1.573,0,0,62.33,0
3670,NUR_004,nurse,update_vitals,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-05-23 02:47:24,observation,OBSERVATION_3547,25,9,1,0.02,1.557,0,0,41.01,0
3671,DOC_008,doctor,create_prescription,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-04-17 07:17:23,prescription,PRESCRIPTION_5868,10,3,0,0.17,1.371,0,0,8.01,0
3672,DOC_012,doctor,view_observation,754c6983-a899-1c3c-f51d-2af172b88b91,2026-03-26 10:39:47,observation,OBSERVATION_2803,18,12,0,0.14,1.846,0,0,39.4,0
3673,PATUSER_001,patient,cancel_appointment,465dd060-e77a-9924-0d7a-75d52d39a714,2026-04-01 02:09:05,appointment,APPOINTMENT_1804,5,2,1,0.0,-0.0,0,0,29.87,0
3674,PATUSER_003,patient,book_appointment,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-04-13 11:30:10,appointment,APPOINTMENT_1219,4,3,0,0.0,1.65,0,0,15.25,0
3675,PATUSER_002,patient,cancel_appointment,88f931d5-4cfa-4be9-c6be-738d5fc8c215,2026-04-21 01:23:58,appointment,APPOINTMENT_5934,2,1,1,0.0,1.753,0,0,13.04,0
3676,PATUSER_025,patient,view_own_record,57b901cb-d3d2-258c-2773-57008eb32345,2026-05-15 00:47:19,medical_record,MEDICAL_RECORD_3599,4,2,1,0.0,1.988,0,0,26.46,0
3677,DOC_008,doctor,update_diagnosis,9e25d332-9229-0803-ad9f-ca235142458e,2026-04-05 04:25:44,condition,CONDITION_2647,20,9,1,0.18,1.557,1,0,12.43,0
3678,PATUSER_007,patient,view_own_record,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-05-20 11:56:33,medical_record,MEDICAL_RECORD_4578,5,2,0,0.0,1.888,0,0,25.42,0
3679,DOC_015,doctor,update_diagnosis,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-05-08 03:56:38,condition,CONDITION_6880,23,9,1,0.19,1.936,0,0,68.52,0
3680,PATUSER_010,patient,view_own_record,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-06 03:29:19,medical_record,MEDICAL_RECORD_1125,1,1,1,0.0,1.95,0,0,65.38,0
3681,PATUSER_022,patient,view_queue,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-03 07:59:43,queue,QUEUE_2384,3,2,0,0.0,1.252,0,0,63.71,0
3682,PATUSER_005,patient,view_queue,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-23 01:08:19,queue,QUEUE_8380,1,3,1,0.0,1.686,0,0,41.82,0
3683,PATUSER_007,patient,view_queue,219c0f88-2190-9af2-4122-bcf1c4f4a0bf,2026-04-17 11:54:47,queue,QUEUE_6997,3,3,0,0.0,1.823,0,0,12.59,0
3684,ADM_001,admin,view_report,f84719a0-d28d-ec20-64a8-a17992dcd9ac,2026-03-27 11:17:57,report,REPORT_3344,6,5,0,0.04,1.811,0,0,16.62,0
3685,PATUSER_007,patient,book_appointment,054e161c-d33f-0970-2018-1f19582e0813,2026-03-29 12:06:40,appointment,APPOINTMENT_6228,3,2,0,0.0,0.811,0,0,27.47,0
3686,DOC_007,doctor,create_prescription,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-04-06 09:54:31,prescription,PRESCRIPTION_5169,13,17,0,0.04,1.884,0,0,33.38,0
3687,PATUSER_025,patient,view_queue,b09b332a-a8b1-5541-6855-d6420f922505,2026-05-08 11:45:28,queue,QUEUE_4555,1,1,0,0.0,1.918,0,0,42.89,0
3688,DOC_011,doctor,view_observation,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-18 05:34:15,observation,OBSERVATION_7584,20,3,1,0.04,1.371,0,0,7.02,0
3689,DOC_010,doctor,update_diagnosis,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-02 08:03:59,condition,CONDITION_2077,13,6,0,0.12,1.906,0,0,38.52,0
3690,PATUSER_007,patient,book_appointment,910f9d72-b5f2-60bf-8302-274ac5d74635,2026-04-22 11:11:14,appointment,APPOINTMENT_2990,3,3,0,0.0,1.459,0,0,62.72,0
3691,DOC_003,doctor,update_diagnosis,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-09 02:24:00,condition,CONDITION_1761,8,6,1,0.21,1.981,0,0,26.0,0
3692,PATUSER_007,patient,book_appointment,fb36d3d9-666c-c4c2-bb96-c9195538d4df,2026-04-01 09:53:37,appointment,APPOINTMENT_9030,4,1,0,0.0,1.352,0,0,34.14,0
3693,PATUSER_023,patient,view_queue,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-04-11 02:01:50,queue,QUEUE_4639,6,2,1,0.0,1.418,0,0,63.01,0
3694,PATUSER_008,patient,book_appointment,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-04-25 12:23:55,appointment,APPOINTMENT_3990,3,2,0,0.0,1.823,0,0,34.18,0
3695,DOC_006,doctor,view_record,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-05-17 19:51:42,medical_record,MEDICAL_RECORD_7169,69,80,0,0.69,1.585,1,0,275.22,1
3696,PATUSER_008,patient,cancel_appointment,b09b332a-a8b1-5541-6855-d6420f922505,2026-04-05 12:18:48,appointment,APPOINTMENT_3223,5,1,0,0.0,1.842,0,0,53.91,0
3697,ADM_001,admin,update_schedule,235bd53d-07f7-5874-c952-5126acfab01e,2026-04-01 03:58:40,schedule,SCHEDULE_5238,8,2,1,0.05,1.522,0,0,17.31,0
3698,DOC_010,doctor,view_observation,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-02 05:56:52,observation,OBSERVATION_2850,14,17,1,0.03,1.557,0,0,58.75,0
3699,PATUSER_017,patient,view_queue,4642b627-0caa-32c4-a7cd-87689252d332,2026-05-13 03:45:20,queue,QUEUE_4859,4,3,1,0.0,1.784,0,0,70.4,0
3700,PATUSER_027,patient,cancel_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-05-01 10:30:54,appointment,APPOINTMENT_2907,6,3,0,0.0,1.776,0,0,9.36,0
3701,PATUSER_030,patient,cancel_appointment,0369610a-4641-e2d5-80b2-844b2bd99f16,2026-04-19 04:50:02,appointment,APPOINTMENT_1360,2,2,1,0.0,1.826,0,0,27.43,0
3702,PATUSER_009,patient,view_queue,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-04-03 04:58:30,queue,QUEUE_1399,6,2,1,0.0,1.459,0,0,15.34,0
3703,PATUSER_030,patient,view_own_record,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-24 06:41:56,medical_record,MEDICAL_RECORD_1566,3,1,0,0.0,1.888,0,0,47.11,0
3704,PATUSER_020,patient,cancel_appointment,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-04-10 02:07:04,appointment,APPOINTMENT_5031,1,3,1,0.0,1.891,0,0,41.77,0
3705,DOC_013,doctor,view_record,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-03-31 01:55:58,medical_record,MEDICAL_RECORD_4724,20,11,1,0.03,1.846,0,0,68.54,0
3706,PATUSER_014,patient,view_own_record,219c0f88-2190-9af2-4122-bcf1c4f4a0bf,2026-05-21 09:43:09,medical_record,MEDICAL_RECORD_2222,5,3,0,0.0,1.922,0,0,28.74,0
3707,PATUSER_013,patient,update_diagnosis,f2df6bf3-460e-f410-cac9-472739e5df85,2026-05-13 21:20:26,condition,CONDITION_1954,45,45,0,0.81,1.5,0,1,409.27,1
3708,PATUSER_008,patient,cancel_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-04-20 03:29:29,appointment,APPOINTMENT_6129,6,1,1,0.0,1.677,0,0,28.09,0
3709,PATUSER_026,patient,view_queue,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-30 09:46:48,queue,QUEUE_2128,2,1,0,0.0,1.959,0,0,67.26,0
3710,PATUSER_021,patient,view_queue,2faf5170-7c17-9c76-c091-5349b5ecad23,2026-04-02 11:10:11,queue,QUEUE_8710,3,3,0,0.0,1.617,0,0,28.66,0
3711,DOC_002,doctor,view_observation,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-16 05:41:07,observation,OBSERVATION_7500,10,15,1,0.19,1.722,0,0,40.89,0
3712,PATUSER_028,patient,view_own_record,4642b627-0caa-32c4-a7cd-87689252d332,2026-04-23 03:36:18,medical_record,MEDICAL_RECORD_5995,5,3,1,0.0,1.918,0,0,12.29,0
3713,PATUSER_009,patient,view_queue,b4679b26-64ac-c348-6667-1e9093ae866f,2026-05-18 05:41:07,queue,QUEUE_3816,2,1,1,0.0,1.371,0,0,49.37,0
3714,DOC_003,doctor,view_record,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-09 00:58:04,medical_record,MEDICAL_RECORD_3963,24,10,1,0.13,1.811,0,0,32.64,0
3715,DOC_014,doctor,view_observation,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-15 02:55:06,observation,OBSERVATION_4643,6,17,1,0.08,1.784,0,0,26.0,0
3716,PATUSER_019,patient,cancel_appointment,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-05-12 02:10:48,appointment,APPOINTMENT_5099,3,3,1,0.0,1.522,0,0,48.98,0
3717,DOC_001,doctor,update_diagnosis,717861a2-ab2b-2d2a-6a8f-6388dbff69d2,2026-03-29 09:34:06,condition,CONDITION_1596,14,3,0,0.22,2.0,0,0,43.41,0
3718,DOC_003,doctor,create_prescription,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-08 02:41:21,prescription,PRESCRIPTION_2531,12,14,1,0.05,1.922,0,0,44.57,0
3719,NUR_004,nurse,register_walkin,9cefc3e8-33f8-beac-d280-fb10e474151c,2026-04-14 02:51:32,appointment,APPOINTMENT_3172,28,13,1,0.03,1.842,0,0,68.5,0
3720,PATUSER_007,patient,book_appointment,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-05-08 05:49:14,appointment,APPOINTMENT_4607,3,3,1,0.0,1.669,0,0,37.7,0
3721,PATUSER_012,patient,book_appointment,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-03-26 11:34:32,appointment,APPOINTMENT_9665,5,3,0,0.0,1.837,0,0,61.71,0
3722,PATUSER_016,patient,book_appointment,d20dc49f-5674-961e-a123-6e3000654b95,2026-04-27 08:53:41,appointment,APPOINTMENT_2830,5,3,0,0.0,1.299,0,0,22.07,0
3723,DOC_003,doctor,view_record,b23941a4-269e-2ac4-8ced-75d1ac8b1b1d,2026-05-19 01:26:44,medical_record,MEDICAL_RECORD_1416,19,15,1,0.04,1.522,0,0,69.28,0
